[Node list of texts and gods attested in them. This data was used for creating networks with full texts.]
Text	God
rinap-rinap4/Q003330	Ištar
rinap-rinap4/Q003330	Šamaš
rinap-rinap4/Q003332	Aššur
rinap-rinap4/Q003332	Anu
rinap-rinap4/Q003332	Enlil
rinap-rinap4/Q003332	Ea
rinap-rinap4/Q003332	Sin
rinap-rinap4/Q003332	Šamaš
rinap-rinap4/Q003332	Adad
rinap-rinap4/Q003332	Marduk
rinap-rinap4/Q003332	Ištar
rinap-rinap4/Q003332	Sebettu
rinap-rinap4/Q003358	Enlil
rinap-rinap4/Q003358	Aššur
rinap-rinap4/Q003358	Sin
rinap-rinap4/Q003358	Šamaš
rinap-rinap4/Q003358	Adad
rinap-rinap4/Q003358	Marduk
rinap-rinap4/Q003358	Nabu
rinap-rinap4/Q003358	Nergal
rinap-rinap4/Q003358	Bel
rinap-rinap4/Q003358	Anu
rinap-rinap4/Q003358	Kulla
rinap-rinap4/Q003378	Enlil
rinap-rinap4/Q003378	Marduk
rinap-rinap4/Q003378	Zarpanitu
rinap-rinap4/Q003378	Nabu
rinap-rinap4/Q003378	Ištar
rinap-rinap4/Q003387	Šamaš
rinap-rinap4/Q003387	Adad
rinap-rinap4/Q003387	Ea
rinap-rinap4/Q003387	Marduk
rinap-rinap4/Q003387	Zarpanitu
rinap-rinap4/Q003387	Anu
rinap-rinap4/Q003387	Antu
rinap-rinap4/Q003387	Enlil
rinap-rinap4/Q003387	Mullissu
rinap-rinap4/Q003387	Belet-ili
rinap-rinap4/Q003387	Sin
rinap-rinap4/Q003388	Šamaš
rinap-rinap4/Q003388	Adad
rinap-rinap4/Q003388	Igigi
rinap-rinap4/Q003391	Aššur
rinap-rinap4/Q003391	Marduk
rinap-rinap4/Q003391	Šamaš
rinap-rinap4/Q003405	Aššur
rinap-rinap4/Q003405	Sin
rinap-rinap4/Q003405	Šamaš
rinap-rinap4/Q003405	Nabu
rinap-rinap4/Q003405	Marduk
rinap-rinap4/Q003405	Ištar
rinap-rinap4/Q003405	Ninurta
rinap-rinap4/Q003405	Adad
rinap-rinap4/Q003406	Aššur
rinap-rinap4/Q003406	Sin
rinap-rinap4/Q003406	Šamaš
rinap-rinap4/Q003406	Nabu
rinap-rinap4/Q003406	Marduk
rinap-rinap4/Q003406	Ištar
rinap-rinap4/Q003412	Ea
rinap-rinap4/Q003412	Šamaš
rinap-rinap4/Q003412	Asalluhi
rinap-rinap4/Q003412	Belet-ili
rinap-rinap4/Q003412	Kusu
saao-saa01/P224485	Aššur
saao-saa01/P224485	Šamaš
saao-saa01/P224485	Bel
saao-saa01/P224485	Nabu
saao-saa01/P313427	Nabu
saao-saa01/P313427	Marduk
saao-saa01/P313435	Sin
saao-saa01/P313435	Ningal
saao-saa01/P313458	Nabu
saao-saa01/P313458	Marduk
saao-saa01/P313458	Aššur
saao-saa01/P313458	Bel
saao-saa01/P313505	Adad
saao-saa01/P313505	Buru
saao-saa01/P313509	Adad
saao-saa01/P313509	Buru
saao-saa01/P313623	Sin
saao-saa01/P313623	Ningal
saao-saa01/P313677	Sin
saao-saa01/P313677	Ningal
saao-saa01/P334036	Aššur
saao-saa01/P334036	Mullissu
saao-saa01/P334037	Aššur
saao-saa01/P334037	Mullissu
saao-saa01/P334038	Aššur
saao-saa01/P334038	Mullissu
saao-saa01/P334039	Aššur
saao-saa01/P334039	Mullissu
saao-saa01/P334040	Aššur
saao-saa01/P334040	Mullissu
saao-saa01/P334041	Aššur
saao-saa01/P334041	Mullissu
saao-saa01/P334042	Aššur
saao-saa01/P334042	Mullissu
saao-saa01/P334043	Aššur
saao-saa01/P334043	Mullissu
saao-saa01/P334044	Aššur
saao-saa01/P334044	Mullissu
saao-saa01/P334045	Aššur
saao-saa01/P334045	Mullissu
saao-saa01/P334046	Aššur
saao-saa01/P334046	Mullissu
saao-saa01/P334047	Aššur
saao-saa01/P334047	Mullissu
saao-saa01/P334078	Nabu
saao-saa01/P334078	Marduk
saao-saa01/P334079	Sin
saao-saa01/P334079	Ningal
saao-saa01/P334080	Sin
saao-saa01/P334080	Ningal
saao-saa01/P334081	Sin
saao-saa01/P334081	Ningal
saao-saa01/P334082	Sin
saao-saa01/P334082	Ningal
saao-saa01/P334113	Nabu
saao-saa01/P334113	Marduk
saao-saa01/P334158	Aššur
saao-saa01/P334158	Šamaš
saao-saa01/P334158	Bel
saao-saa01/P334158	Nabu
saao-saa01/P334158	Sin
saao-saa01/P334158	Nergal
saao-saa01/P334213	Aššur
saao-saa01/P334213	Mullissu
saao-saa01/P334271	Aššur
saao-saa01/P334271	Mullissu
saao-saa01/P334272	Aššur
saao-saa01/P334272	Mullissu
saao-saa01/P334273	Aššur
saao-saa01/P334273	Mullissu
saao-saa01/P334328	Aššur
saao-saa01/P334328	Mullissu
saao-saa01/P334329	Aššur
saao-saa01/P334329	Mullissu
saao-saa01/P334330	Aššur
saao-saa01/P334330	Mullissu
saao-saa01/P334331	Aššur
saao-saa01/P334331	Mullissu
saao-saa01/P334372	Aššur
saao-saa01/P334372	Mullissu
saao-saa01/P334384	Aššur
saao-saa01/P334384	Mullissu
saao-saa01/P334396	Aššur
saao-saa01/P334396	Mullissu
saao-saa01/P334443	Sin
saao-saa01/P334443	Ningal
saao-saa01/P334496	Sin
saao-saa01/P334496	Ningal
saao-saa01/P334586	Bel
saao-saa01/P334586	Nabu
saao-saa01/P334586	Marduk
saao-saa01/P334587	Bel
saao-saa01/P334587	Nabu
saao-saa01/P334587	Marduk
saao-saa01/P334665	Nabu
saao-saa01/P334665	Marduk
saao-saa01/P334676	Aššur
saao-saa01/P334676	Mullissu
saao-saa01/P334728	Aššur
saao-saa01/P334728	Mullissu
saao-saa01/P334729	Nabu
saao-saa01/P334729	Marduk
saao-saa01/P334804	Sin
saao-saa01/P334804	Ningal
saao-saa01/P334804	Adad
saao-saa01/P334804	Buru
saao-saa01/P334807	Sin
saao-saa01/P334807	Ningal
saao-saa01/P334904	Aššur
saao-saa01/P334904	Mullissu
saao-saa01/P336167	Aššur
saao-saa01/P336167	Mullissu
saao-saa01/P393866	Sin
saao-saa01/P393866	Ningal
saao-saa01/X900014	Nabu
saao-saa01/X900014	Marduk
saao-saa02/P237185	Aššur
saao-saa02/P237185	Marduk
saao-saa02/P237185	Nabu
saao-saa02/P237185	Šamaš
saao-saa02/P237185	Sin
saao-saa02/P237185	Ea
saao-saa02/P237185	Adad
saao-saa02/P237185	Ninurta
saao-saa02/P237185	Nergal
saao-saa02/P237185	Zababa
saao-saa02/P237185	Palil
saao-saa02/P237185	Zarpanitu
saao-saa02/P237185	Nanaya
saao-saa02/P237185	Ištar
saao-saa02/P240211	Marduk
saao-saa02/P240211	Nabu
saao-saa02/P240211	Anu
saao-saa02/P240211	Enlil
saao-saa02/P240211	Mullissu
saao-saa02/P240211	Ea
saao-saa02/P240211	Šamaš
saao-saa02/P240211	Sin
saao-saa02/P240211	Adad
saao-saa02/P240211	Zababa
saao-saa02/P296062	Aššur
saao-saa02/P296062	Sin
saao-saa02/P334814	Aššur
saao-saa02/P334814	Sin
saao-saa02/P334814	Šamaš
saao-saa02/P336039	Sin
saao-saa02/P336039	Adad
saao-saa02/P336039	Šamaš
saao-saa02/P336039	Aššur
saao-saa02/P336039	Ištar
saao-saa02/P336039	Anu
saao-saa02/P336039	Antu
saao-saa02/P336039	Enlil
saao-saa02/P336039	Mullissu
saao-saa02/P336039	Ea
saao-saa02/P336039	Damkina
saao-saa02/P336039	Ningal
saao-saa02/P336039	Aya
saao-saa02/P336039	Šala
saao-saa02/P336039	Marduk
saao-saa02/P336039	Zarpanitu
saao-saa02/P336039	Nabu
saao-saa02/P336039	Tašmetu
saao-saa02/P336039	Ninurta
saao-saa02/P336039	Gula
saao-saa02/P336039	Uraš
saao-saa02/P336039	Ninegalak
saao-saa02/P336039	Zababa
saao-saa02/P336039	Baba
saao-saa02/P336039	Nergal
saao-saa02/P336039	Laṣ
saao-saa02/P336039	Madanu
saao-saa02/P336039	Ninŋirsuk
saao-saa02/P336039	Humhum
saao-saa02/P336039	Išum
saao-saa02/P336039	Girra
saao-saa02/P336039	Nusku
saao-saa02/P336039	Palil
saao-saa02/P336039	Dagan
saao-saa02/P336039	Kubaba
saao-saa02/P336126	Mullissu
saao-saa02/P336126	Ištar
saao-saa02/P336126	Gula
saao-saa02/P336126	Baiti-ili
saao-saa02/P336126	Anat-Baiti-ili
saao-saa02/P336216	Belet-ili
saao-saa02/P336216	Marduk
saao-saa02/P336216	Aššur
saao-saa02/P336216	Šeruʾa
saao-saa02/P336216	Anu
saao-saa02/P336216	Antu
saao-saa02/P336216	Enlil
saao-saa02/P336216	Mullissu
saao-saa02/P336216	Bel
saao-saa02/P336216	Beltiya
saao-saa02/P336216	Zarpanitu
saao-saa02/P336217	Aššur
saao-saa02/P336217	Mullissu
saao-saa02/P336217	Šeruʾa
saao-saa02/P336217	Sin
saao-saa02/P336217	Šamaš
saao-saa02/P336217	Bel
saao-saa02/P336217	Nabu
saao-saa02/P336217	Ištar
saao-saa02/P336217	Nergal
saao-saa02/P336220	Aššur
saao-saa02/P336220	Mullissu
saao-saa02/P336220	Ištar
saao-saa02/P336220	Šamaš
saao-saa02/P336220	Ningal
saao-saa02/P336220	Sin
saao-saa02/P336220	Nergal
saao-saa02/P336317	Aššur
saao-saa02/P336317	Mullissu
saao-saa02/P336317	Šeruʾa
saao-saa02/P336317	Sin
saao-saa02/P336317	Ningal
saao-saa02/P336317	Šamaš
saao-saa02/P336317	Aya
saao-saa02/P336317	Anu
saao-saa02/P336317	Antu
saao-saa02/P336317	Enlil
saao-saa02/P336317	Adad
saao-saa02/P336317	Šala
saao-saa02/P336317	Kippat-mati
saao-saa02/P336317	Ištar
saao-saa02/P336317	Zababa
saao-saa02/P336317	Baba
saao-saa02/P336317	Ninurta
saao-saa02/P336317	Nusku
saao-saa02/P336317	Ea
saao-saa02/P336317	Belet-ili
saao-saa02/P336317	Damkina
saao-saa02/P336317	Kakka
saao-saa02/P336317	Nergal
saao-saa02/P336598	Aššur
saao-saa02/P336598	Anu
saao-saa02/P336598	Enlil
saao-saa02/P336598	Ea
saao-saa02/P336598	Sin
saao-saa02/P336598	Šamaš
saao-saa02/P336598	Adad
saao-saa02/P336598	Marduk
saao-saa02/P336598	Nabu
saao-saa02/P336598	Nusku
saao-saa02/P336598	Uraš
saao-saa02/P336598	Nergal
saao-saa02/P336598	Mullissu
saao-saa02/P336598	Šeruʾa
saao-saa02/P336598	Belet-ili
saao-saa02/P336598	Ištar
saao-saa02/P336598	Girra
saao-saa02/P336598	Ninurta
saao-saa02/P336598	Bel
saao-saa02/P336598	Zarpanitu
saao-saa02/P336598	Gula
saao-saa02/P336598	Baiti-ili
saao-saa02/P336598	Anat-Baiti-ili
saao-saa02/P336598	Kubaba
saao-saa02/P336598	Palil
saao-saa02/X900016	Aššur
saao-saa02/X900016	Anu
saao-saa02/X900016	Enlil
saao-saa02/X900016	Ea
saao-saa02/X900016	Sin
saao-saa02/X900016	Šamaš
saao-saa02/X900016	Adad
saao-saa02/X900016	Marduk
saao-saa02/X900016	Nabu
saao-saa02/X900016	Šeruʾa
saao-saa02/X900016	Belet-ili
saao-saa02/X900016	Uraš
saao-saa02/X900016	Nergal
saao-saa02/X900016	Mullissu
saao-saa02/X900016	Ištar
saao-saa02/X900016	Girra
saao-saa02/X900016	Bel
saao-saa02/X900016	Zarpanitu
saao-saa02/X900016	Gula
saao-saa02/X900016	Šala
saao-saa02/X900016	Baiti-ili
saao-saa02/X900016	Anat-Baiti-ili
saao-saa02/X900016	Kubaba
saao-saa02/X900016	Palil
saao-saa05/P313478	Nabu
saao-saa05/P313478	Marduk
saao-saa05/P334179	Nabu
saao-saa05/P334179	Marduk
saao-saa05/P334189	Nabu
saao-saa05/P334189	Marduk
saao-saa05/P334322	Nabu
saao-saa05/P334322	Marduk
saao-saa05/P334543	Aššur
saao-saa05/P334543	Bel
saao-saa05/P334543	Nabu
saao-saa05/P334543	Ištar
saao-saa05/P334698	Aššur
saao-saa05/P334698	Bel
saao-saa05/P334698	Nabu
saao-saa06/P334963	Šamaš
saao-saa06/P334963	Nergal
saao-saa06/P335014	Aššur
saao-saa06/P335014	Mullissu
saao-saa06/P335112	Aššur
saao-saa06/P335112	Šamaš
saao-saa06/P335112	Mullissu
saao-saa06/P335131	Adad
saao-saa06/P335131	Palil
saao-saa06/P335162	Ningal
saao-saa06/P335162	Sin
saao-saa06/P335210	Ištar
saao-saa06/P335210	Aššur
saao-saa06/P335210	Nergal
saao-saa06/P335248	Aššur
saao-saa06/P335248	Nergal
saao-saa06/P335270	Aššur
saao-saa06/P335270	Nergal
saao-saa06/P335281	Mullissu
saao-saa06/P335281	Aššur
saao-saa06/P335294	Ninurta
saao-saa06/P335294	Aššur
saao-saa06/P335294	Nergal
saao-saa06/P335307	Aššur
saao-saa06/P335307	Mullissu
saao-saa06/P335338	Ninurta
saao-saa06/P335338	Aššur
saao-saa06/P335338	Nergal
saao-saa06/P335338	Nabu
saao-saa06/P335379	Sin
saao-saa06/P335379	Belet-ṣeri
saao-saa06/P335409	Ištar
saao-saa06/P335409	Aššur
saao-saa06/P335410	Aššur
saao-saa06/P335410	Nergal
saao-saa06/P335410	Ištar
saao-saa06/P335413	Sin
saao-saa06/P335413	Belet-ṣeri
saao-saa06/P335444	Ištar
saao-saa06/P335444	Ninurta
saao-saa06/P335653	Ištar
saao-saa06/P335653	Aššur
saao-saa06/P335653	Nergal
saao-saa06/P335937	Mullissu
saao-saa06/P335937	Aššur
saao-saa06/P335939	Ištar
saao-saa06/P335939	Madanu
saao-saa07/P335764	Belet-Akkad
saao-saa07/P335764	Nanaya
saao-saa07/P335764	Mar-biti
saao-saa07/P335764	Palil
saao-saa07/P335770	Aššur
saao-saa07/P335770	Ištar
saao-saa07/P335770	Marduk
saao-saa07/P335770	Ninurta
saao-saa07/P335770	Belet-balaṭi
saao-saa07/P335770	Mullissu
saao-saa07/P335825	Aššur
saao-saa07/P335825	Mullissu
saao-saa07/P335826	Aššur
saao-saa07/P335826	Bel
saao-saa07/P335831	Aššur
saao-saa07/P335831	Mullissu
saao-saa07/P335836	Aššur
saao-saa07/P335836	Bel
saao-saa07/P335838	Aššur
saao-saa07/P335838	Mullissu
saao-saa07/P335839	Aššur
saao-saa07/P335839	Mullissu
saao-saa07/P335855	Bel
saao-saa07/P335855	Nabu
saao-saa07/P335855	Lisikutu
saao-saa07/P335855	Šarrat-samme
saao-saa07/P335887	Ištar
saao-saa07/P335887	Aššur
saao-saa07/P335887	Mullissu
saao-saa07/P336209	Nabu
saao-saa07/P336209	Tašmetu
saao-saa07/P336223	Nergal
saao-saa07/P336223	Ninurta
saao-saa07/P336368	Aššur
saao-saa07/P336368	Mullissu
saao-saa07/P336643	Šala
saao-saa07/P336643	Ninurta
saao-saa07/P336643	Gula
saao-saa07/P336643	Nanaya
saao-saa07/P336643	Nergal
saao-saa07/P336643	Laṣ
saao-saa07/P336643	Išum
saao-saa08/P236880	Sin
saao-saa08/P236880	Šamaš
saao-saa08/P236915	Sin
saao-saa08/P236915	Išhara
saao-saa08/P236918	Sin
saao-saa08/P236918	Šamaš
saao-saa08/P236919	Sin
saao-saa08/P236919	Šamaš
saao-saa08/P236957	Sin
saao-saa08/P236957	Šamaš
saao-saa08/P236957	Erra
saao-saa08/P236967	Sin
saao-saa08/P236967	Šamaš
saao-saa08/P236969	Adad
saao-saa08/P236969	Sin
saao-saa08/P236969	Šamaš
saao-saa08/P236976	Sin
saao-saa08/P236976	Šamaš
saao-saa08/P236976	Nergal
saao-saa08/P236976	Nabu
saao-saa08/P236978	Sin
saao-saa08/P236978	Bel
saao-saa08/P236978	Nabu
saao-saa08/P236990	Sin
saao-saa08/P236990	Šamaš
saao-saa08/P236992	Sin
saao-saa08/P236992	Aššur
saao-saa08/P236992	Šamaš
saao-saa08/P236992	Marduk
saao-saa08/P237007	Sin
saao-saa08/P237007	Šamaš
saao-saa08/P237038	Sin
saao-saa08/P237038	Šamaš
saao-saa08/P237247	Sin
saao-saa08/P237247	Šamaš
saao-saa08/P237284	Sin
saao-saa08/P237284	Šamaš
saao-saa08/P237288	Sin
saao-saa08/P237288	Šamaš
saao-saa08/P237292	Sin
saao-saa08/P237292	Šamaš
saao-saa08/P237296	Sin
saao-saa08/P237296	Šamaš
saao-saa08/P237303	Sin
saao-saa08/P237303	Aššur
saao-saa08/P237303	Šamaš
saao-saa08/P237303	Nabu
saao-saa08/P237303	Marduk
saao-saa08/P237304	Sin
saao-saa08/P237304	Šamaš
saao-saa08/P237309	Sin
saao-saa08/P237309	Bel
saao-saa08/P237309	Nabu
saao-saa08/P237310	Sin
saao-saa08/P237310	Aššur
saao-saa08/P237310	Šamaš
saao-saa08/P237310	Nabu
saao-saa08/P237310	Marduk
saao-saa08/P237311	Sin
saao-saa08/P237311	Šamaš
saao-saa08/P237313	Sin
saao-saa08/P237313	Šamaš
saao-saa08/P237314	Sin
saao-saa08/P237314	Šamaš
saao-saa08/P237316	Sin
saao-saa08/P237316	Šamaš
saao-saa08/P237321	Sin
saao-saa08/P237321	Šamaš
saao-saa08/P237322	Sin
saao-saa08/P237322	Šamaš
saao-saa08/P237323	Sin
saao-saa08/P237323	Šamaš
saao-saa08/P237335	Sin
saao-saa08/P237335	Šamaš
saao-saa08/P237337	Sin
saao-saa08/P237337	Šamaš
saao-saa08/P237340	Sin
saao-saa08/P237340	Šamaš
saao-saa08/P237343	Sin
saao-saa08/P237343	Šamaš
saao-saa08/P237344	Sin
saao-saa08/P237344	Šamaš
saao-saa08/P237407	Sin
saao-saa08/P237407	Šamaš
saao-saa08/P237454	Sin
saao-saa08/P237454	Šamaš
saao-saa08/P237455	Sin
saao-saa08/P237455	Šamaš
saao-saa08/P237510	Sin
saao-saa08/P237510	Šamaš
saao-saa08/P237547	Šamaš
saao-saa08/P237547	Sin
saao-saa08/P237653	Sin
saao-saa08/P237653	Šamaš
saao-saa08/P237660	Sin
saao-saa08/P237660	Šamaš
saao-saa08/P237661	Sin
saao-saa08/P237661	Aššur
saao-saa08/P237661	Šamaš
saao-saa08/P237661	Nabu
saao-saa08/P237661	Marduk
saao-saa08/P237667	Sin
saao-saa08/P237667	Šamaš
saao-saa08/P237695	Sin
saao-saa08/P237695	Šamaš
saao-saa08/P237749	Sin
saao-saa08/P237749	Šamaš
saao-saa08/P237761	Sin
saao-saa08/P237761	Šamaš
saao-saa08/P237761	Adad
saao-saa08/P237761	Ea
saao-saa08/P237794	Sin
saao-saa08/P237794	Šamaš
saao-saa08/P237796	Anu
saao-saa08/P237796	Šamaš
saao-saa08/P237796	Sin
saao-saa08/P237848	Sin
saao-saa08/P237848	Šamaš
saao-saa08/P237850	Sin
saao-saa08/P237850	Šamaš
saao-saa08/P237853	Sin
saao-saa08/P237853	Šamaš
saao-saa08/P237854	Sin
saao-saa08/P237854	Šamaš
saao-saa08/P237857	Sin
saao-saa08/P237857	Šamaš
saao-saa08/P237859	Sin
saao-saa08/P237859	Enlil
saao-saa08/P237859	Šamaš
saao-saa08/P237861	Sin
saao-saa08/P237861	Šamaš
saao-saa08/P237867	Sin
saao-saa08/P237867	Šamaš
saao-saa08/P237869	Sin
saao-saa08/P237869	Šamaš
saao-saa08/P237869	Bel
saao-saa08/P237869	Nabu
saao-saa08/P237870	Sin
saao-saa08/P237870	Šamaš
saao-saa08/P237874	Ištar
saao-saa08/P237874	Adad
saao-saa08/P237875	Sin
saao-saa08/P237875	Šamaš
saao-saa08/P237875	Igigi
saao-saa08/P237878	Sin
saao-saa08/P237878	Šamaš
saao-saa08/P237884	Sin
saao-saa08/P237884	Šamaš
saao-saa08/P237885	Sin
saao-saa08/P237885	Šamaš
saao-saa08/P237887	Sin
saao-saa08/P237887	Šamaš
saao-saa08/P237888	Sin
saao-saa08/P237888	Šamaš
saao-saa08/P237889	Sin
saao-saa08/P237889	Šamaš
saao-saa08/P237892	Sin
saao-saa08/P237892	Šamaš
saao-saa08/P237894	Sin
saao-saa08/P237894	Šamaš
saao-saa08/P237900	Šamaš
saao-saa08/P237900	Sin
saao-saa08/P237900	Enlil
saao-saa08/P237909	Sin
saao-saa08/P237909	Šamaš
saao-saa08/P237910	Sin
saao-saa08/P237910	Šamaš
saao-saa08/P237912	Sin
saao-saa08/P237912	Šamaš
saao-saa08/P237917	Sin
saao-saa08/P237917	Šamaš
saao-saa08/P237938	Sin
saao-saa08/P237938	Šamaš
saao-saa08/P237949	Sin
saao-saa08/P237949	Adad
saao-saa08/P237949	Šamaš
saao-saa08/P237950	Sin
saao-saa08/P237950	Šamaš
saao-saa08/P237950	Girra
saao-saa08/P237950	Bel
saao-saa08/P237950	Anu
saao-saa08/P237950	Enlil
saao-saa08/P237957	Sin
saao-saa08/P237957	Šamaš
saao-saa08/P238026	Sin
saao-saa08/P238026	Šamaš
saao-saa08/P238032	Sin
saao-saa08/P238032	Šamaš
saao-saa08/P238035	Sin
saao-saa08/P238035	Šamaš
saao-saa08/P238036	Sin
saao-saa08/P238036	Šamaš
saao-saa08/P238038	Sin
saao-saa08/P238038	Šamaš
saao-saa08/P238039	Sin
saao-saa08/P238039	Šamaš
saao-saa08/P238042	Marduk
saao-saa08/P238042	Nabu
saao-saa08/P238044	Sin
saao-saa08/P238044	Šamaš
saao-saa08/P238045	Sin
saao-saa08/P238045	Šamaš
saao-saa08/P238055	Sin
saao-saa08/P238055	Šamaš
saao-saa08/P238064	Sin
saao-saa08/P238064	Šamaš
saao-saa08/P238065	Anu
saao-saa08/P238065	Marduk
saao-saa08/P238068	Sin
saao-saa08/P238068	Adad
saao-saa08/P238090	Sin
saao-saa08/P238090	Šamaš
saao-saa08/P238090	Bel
saao-saa08/P238090	Nabu
saao-saa08/P238090	Marduk
saao-saa08/P238123	Sin
saao-saa08/P238123	Šamaš
saao-saa08/P238143	Sin
saao-saa08/P238143	Bel
saao-saa08/P238143	Nabu
saao-saa08/P238580	Sin
saao-saa08/P238580	Šamaš
saao-saa08/P238716	Sin
saao-saa08/P238716	Šamaš
saao-saa08/P238717	Sin
saao-saa08/P238717	Šamaš
saao-saa08/P238771	Ištar
saao-saa08/P238771	Nergal
saao-saa08/P238775	Bel
saao-saa08/P238775	Nabu
saao-saa08/P238776	Adad
saao-saa08/P238776	Nergal
saao-saa08/P238776	Enlil
saao-saa08/P238776	Sin
saao-saa08/P238776	Šamaš
saao-saa08/P239052	Sin
saao-saa08/P239052	Šamaš
saao-saa08/P239253	Sin
saao-saa08/P239253	Šamaš
saao-saa08/P239278	Sin
saao-saa08/P239278	Šamaš
saao-saa08/P240139	Sin
saao-saa08/P240139	Šamaš
saao-saa08/P240140	Adad
saao-saa08/P240140	Šamaš
saao-saa08/P240141	Sin
saao-saa08/P240141	Šamaš
saao-saa08/P240142	Sin
saao-saa08/P240142	Šamaš
saao-saa08/P240142	Marduk
saao-saa08/P240142	Zarpanitu
saao-saa08/P240144	Sin
saao-saa08/P240144	Aššur
saao-saa08/P240144	Šamaš
saao-saa08/P240144	Nabu
saao-saa08/P240144	Marduk
saao-saa08/P240145	Šamaš
saao-saa08/P240145	Adad
saao-saa08/P240205	Sin
saao-saa08/P240205	Šamaš
saao-saa08/P240233	Sin
saao-saa08/P240233	Šamaš
saao-saa08/P240319	Sin
saao-saa08/P240319	Šamaš
saao-saa08/P240334	Sin
saao-saa08/P240334	Šamaš
saao-saa08/P240347	Sin
saao-saa08/P240347	Šamaš
saao-saa08/P334570	Sin
saao-saa08/P334570	Nabu
saao-saa08/P334570	Marduk
saao-saa08/P334572	Sin
saao-saa08/P334572	Nabu
saao-saa08/P334572	Marduk
saao-saa08/P334573	Sin
saao-saa08/P334573	Nabu
saao-saa08/P334573	Marduk
saao-saa08/P334574	Sin
saao-saa08/P334574	Šamaš
saao-saa08/P334574	Nabu
saao-saa08/P334574	Marduk
saao-saa08/P334575	Sin
saao-saa08/P334575	Šamaš
saao-saa08/P334575	Nabu
saao-saa08/P334575	Marduk
saao-saa08/P334576	Sin
saao-saa08/P334576	Šamaš
saao-saa08/P334576	Nabu
saao-saa08/P334576	Marduk
saao-saa08/P334577	Sin
saao-saa08/P334577	Šamaš
saao-saa08/P334577	Nabu
saao-saa08/P334577	Marduk
saao-saa08/P334578	Sin
saao-saa08/P334578	Nabu
saao-saa08/P334578	Marduk
saao-saa08/P334579	Sin
saao-saa08/P334579	Šamaš
saao-saa08/P334579	Aššur
saao-saa08/P334579	Bel
saao-saa08/P334579	Nabu
saao-saa08/P334580	Sin
saao-saa08/P334580	Nabu
saao-saa08/P334580	Marduk
saao-saa08/P334581	Sin
saao-saa08/P334581	Nabu
saao-saa08/P334581	Marduk
saao-saa08/P334889	Šamaš
saao-saa08/P334889	Sin
saao-saa08/P334901	Nabu
saao-saa08/P334901	Marduk
saao-saa08/P334902	Nabu
saao-saa08/P334902	Marduk
saao-saa08/P336143	Sin
saao-saa08/P336143	Nabu
saao-saa08/P336143	Marduk
saao-saa08/P336164	Aššur
saao-saa08/P336164	Sin
saao-saa08/P336241	Nabu
saao-saa08/P336241	Marduk
saao-saa08/P336375	Sin
saao-saa08/P336375	Šamaš
saao-saa08/P336388	Sin
saao-saa08/P336388	Šamaš
saao-saa08/P336390	Sin
saao-saa08/P336390	Šamaš
saao-saa08/P336398	Sin
saao-saa08/P336398	Šamaš
saao-saa08/P336400	Sin
saao-saa08/P336400	Šamaš
saao-saa08/P336400	Adad
saao-saa08/P336401	Sin
saao-saa08/P336401	Adad
saao-saa08/P336401	Šamaš
saao-saa08/P336402	Sin
saao-saa08/P336402	Šamaš
saao-saa08/P336402	Adad
saao-saa08/P336414	Sin
saao-saa08/P336414	Šamaš
saao-saa08/P336415	Sin
saao-saa08/P336415	Šamaš
saao-saa08/P336417	Sin
saao-saa08/P336417	Šamaš
saao-saa08/P336418	Sin
saao-saa08/P336418	Šamaš
saao-saa08/P336419	Sin
saao-saa08/P336419	Šamaš
saao-saa08/P336426	Sin
saao-saa08/P336426	Šamaš
saao-saa08/P336428	Sin
saao-saa08/P336428	Šamaš
saao-saa08/P336429	Sin
saao-saa08/P336429	Šamaš
saao-saa08/P336434	Sin
saao-saa08/P336434	Adad
saao-saa08/P336434	Ea
saao-saa08/P336438	Sin
saao-saa08/P336438	Adad
saao-saa08/P336439	Sin
saao-saa08/P336439	Šamaš
saao-saa08/P336440	Sin
saao-saa08/P336440	Šamaš
saao-saa08/P336441	Sin
saao-saa08/P336441	Šamaš
saao-saa08/P336442	Sin
saao-saa08/P336442	Šamaš
saao-saa08/P336443	Sin
saao-saa08/P336443	Šamaš
saao-saa08/P336444	Sin
saao-saa08/P336444	Šamaš
saao-saa08/P336445	Sin
saao-saa08/P336445	Šamaš
saao-saa08/P336446	Sin
saao-saa08/P336446	Šamaš
saao-saa08/P336447	Sin
saao-saa08/P336447	Šamaš
saao-saa08/P336448	Sin
saao-saa08/P336448	Šamaš
saao-saa08/P336449	Sin
saao-saa08/P336449	Šamaš
saao-saa08/P336450	Sin
saao-saa08/P336450	Šamaš
saao-saa08/P336451	Sin
saao-saa08/P336451	Šamaš
saao-saa08/P336452	Sin
saao-saa08/P336452	Šamaš
saao-saa08/P336453	Sin
saao-saa08/P336453	Šamaš
saao-saa08/P336454	Sin
saao-saa08/P336454	Šamaš
saao-saa08/P336455	Sin
saao-saa08/P336455	Šamaš
saao-saa08/P336456	Sin
saao-saa08/P336456	Šamaš
saao-saa08/P336457	Sin
saao-saa08/P336457	Šamaš
saao-saa08/P336458	Sin
saao-saa08/P336458	Šamaš
saao-saa08/P336459	Sin
saao-saa08/P336459	Šamaš
saao-saa08/P336460	Sin
saao-saa08/P336460	Šamaš
saao-saa08/P336461	Sin
saao-saa08/P336461	Šamaš
